,deg,mu,partition,acc_measure,acc_value
274,20,0.5,"FastEnsemble(tr=0.9,Leiden-MOD)",NMI,0.75804277
275,20,0.5,"FastEnsemble(tr=0.9,Leiden-MOD)",ARI,0.626783441
276,20,0.6,Leiden-MOD,NMI,0.214387042
277,20,0.6,Leiden-MOD,ARI,0.089974346
278,20,0.6,ECG,NMI,0.343059332
279,20,0.6,ECG,ARI,0.195128165
280,20,0.6,"FastEnsemble(tr=0.2,Leiden-MOD)",NMI,0.321248155
281,20,0.6,"FastEnsemble(tr=0.2,Leiden-MOD)",ARI,0.177621857
282,20,0.6,"FastEnsemble(tr=0.5,Leiden-MOD)",NMI,0.32961038
283,20,0.6,"FastEnsemble(tr=0.5,Leiden-MOD)",ARI,0.186139236
284,20,0.6,"FastEnsemble(tr=0.8,Leiden-MOD)",NMI,0.593200196
285,20,0.6,"FastEnsemble(tr=0.8,Leiden-MOD)",ARI,0.190098994
286,20,0.6,"FastEnsemble(tr=0.9,Leiden-MOD)",NMI,0.597349363
287,20,0.6,"FastEnsemble(tr=0.9,Leiden-MOD)",ARI,0.13374801
288,20,0.7,Leiden-MOD,NMI,0.05737142
289,20,0.7,Leiden-MOD,ARI,0.007934029
290,20,0.7,ECG,NMI,0.09134974
291,20,0.7,ECG,ARI,0.020211162
292,20,0.7,"FastEnsemble(tr=0.2,Leiden-MOD)",NMI,0.097790658
293,20,0.7,"FastEnsemble(tr=0.2,Leiden-MOD)",ARI,0.01916715
294,20,0.7,"FastEnsemble(tr=0.5,Leiden-MOD)",NMI,0.097072217
295,20,0.7,"FastEnsemble(tr=0.5,Leiden-MOD)",ARI,0.016932359
296,20,0.7,"FastEnsemble(tr=0.8,Leiden-MOD)",NMI,0.555445921
297,20,0.7,"FastEnsemble(tr=0.8,Leiden-MOD)",ARI,0.00827752
298,20,0.7,"FastEnsemble(tr=0.9,Leiden-MOD)",NMI,0.564637641
299,20,0.7,"FastEnsemble(tr=0.9,Leiden-MOD)",ARI,0.004007327
300,20,0.8,Leiden-MOD,NMI,0.015279155
301,20,0.8,Leiden-MOD,ARI,0.000661145
302,20,0.8,ECG,NMI,0.033136811
303,20,0.8,ECG,ARI,0.004137931
304,20,0.8,"FastEnsemble(tr=0.2,Leiden-MOD)",NMI,0.025428897
305,20,0.8,"FastEnsemble(tr=0.2,Leiden-MOD)",ARI,0.003110503
306,20,0.8,"FastEnsemble(tr=0.5,Leiden-MOD)",NMI,0.040179327
307,20,0.8,"FastEnsemble(tr=0.5,Leiden-MOD)",ARI,0.004006266
308,20,0.8,"FastEnsemble(tr=0.8,Leiden-MOD)",NMI,0.543741567
309,20,0.8,"FastEnsemble(tr=0.8,Leiden-MOD)",ARI,0.000622806
310,20,0.8,"FastEnsemble(tr=0.9,Leiden-MOD)",NMI,0.561421706
311,20,0.8,"FastEnsemble(tr=0.9,Leiden-MOD)",ARI,0.000103699
312,20,0.9,Leiden-MOD,NMI,0.010098852
313,20,0.9,Leiden-MOD,ARI,-5.04E-05
314,20,0.9,ECG,NMI,0.01657899
315,20,0.9,ECG,ARI,-0.000840281
316,20,0.9,"FastEnsemble(tr=0.2,Leiden-MOD)",NMI,0.018043175
317,20,0.9,"FastEnsemble(tr=0.2,Leiden-MOD)",ARI,-0.000191759
318,20,0.9,"FastEnsemble(tr=0.5,Leiden-MOD)",NMI,0.027074319
319,20,0.9,"FastEnsemble(tr=0.5,Leiden-MOD)",ARI,0.000367186
320,20,0.9,"FastEnsemble(tr=0.8,Leiden-MOD)",NMI,0.538869272
321,20,0.9,"FastEnsemble(tr=0.8,Leiden-MOD)",ARI,-4.36E-05
322,20,0.9,"FastEnsemble(tr=0.9,Leiden-MOD)",NMI,0.560319514
323,20,0.9,"FastEnsemble(tr=0.9,Leiden-MOD)",ARI,-6.04E-06
,5,0.1,FastConsensus(Louvain),NMI,0.806008745
,5,0.1,FastConsensus(Louvain),ARI,0.20072287
,5,0.2,FastConsensus(Louvain),NMI,0.779398037
,5,0.2,FastConsensus(Louvain),ARI,0.094536133
,5,0.3,FastConsensus(Louvain),NMI,0.719808222
,5,0.3,FastConsensus(Louvain),ARI,0.056566369
,5,0.4,FastConsensus(Louvain),NMI,0.704130851
,5,0.4,FastConsensus(Louvain),ARI,0.035132759
,5,0.5,FastConsensus(Louvain),NMI,0.695635144
,5,0.5,FastConsensus(Louvain),ARI,0.022787397
,5,0.6,FastConsensus(Louvain),NMI,0.671054104
,5,0.6,FastConsensus(Louvain),ARI,0.013692039
,5,0.7,FastConsensus(Louvain),NMI,0.663626948
,5,0.7,FastConsensus(Louvain),ARI,0.010733056
,5,0.8,FastConsensus(Louvain),NMI,0.643850189
,5,0.8,FastConsensus(Louvain),ARI,0.002468492
,5,0.9,FastConsensus(Louvain),NMI,0.634224384
,5,0.9,FastConsensus(Louvain),ARI,0.000100673
,10,0.1,FastConsensus(Louvain),NMI,0.884007684
,10,0.1,FastConsensus(Louvain),ARI,0.675225712
,10,0.2,FastConsensus(Louvain),NMI,0.901342002
,10,0.2,FastConsensus(Louvain),ARI,0.747664439
,10,0.3,FastConsensus(Louvain),NMI,0.788858898
,10,0.3,FastConsensus(Louvain),ARI,0.26010921
,10,0.6,FastConsensus(Louvain),NMI,0.293434567
,10,0.6,FastConsensus(Louvain),ARI,0.028415373
,10,0.7,FastConsensus(Louvain),NMI,0.469224844
,10,0.7,FastConsensus(Louvain),ARI,0.005927911
,10,0.9,FastConsensus(Louvain),NMI,0.507005014
,10,0.9,FastConsensus(Louvain),ARI,4.67E-05
,20,0.1,FastConsensus(Louvain),NMI,0.782544792
,20,0.1,FastConsensus(Louvain),ARI,0.442135388
,20,0.2,FastConsensus(Louvain),NMI,1
,20,0.2,FastConsensus(Louvain),ARI,1
,20,0.3,FastConsensus(Louvain),NMI,0.993203986
,20,0.3,FastConsensus(Louvain),ARI,0.993122759
,20,0.4,FastConsensus(Louvain),NMI,0.697195648
,20,0.4,FastConsensus(Louvain),ARI,0.252314922
,20,0.5,FastConsensus(Louvain),NMI,
,20,0.5,FastConsensus(Louvain),ARI,
,20,0.6,FastConsensus(Louvain),NMI,0.259137429
,20,0.6,FastConsensus(Louvain),ARI,0.094097349
,20,0.7,FastConsensus(Louvain),NMI,0.089641588
,20,0.7,FastConsensus(Louvain),ARI,0.005756225
,20,0.8,FastConsensus(Louvain),NMI,0.030911064
,20,0.8,FastConsensus(Louvain),ARI,0.000769457
,20,0.9,FastConsensus(Louvain),NMI,0.030999793
,20,0.9,FastConsensus(Louvain),ARI,-0.000430707
,5,0.1,ECG,AMI,0.949802235
,5,0.2,ECG,AMI,0.697966324
,5,0.3,ECG,AMI,0.264730346
,5,0.4,ECG,AMI,0.189961696
,5,0.5,ECG,AMI,0.152462135
,5,0.6,ECG,AMI,0.092676671
,5,0.7,ECG,AMI,0.070538669
,5,0.8,ECG,AMI,0.018503358
,5,0.9,ECG,AMI,0.001611548
,20,0.1,ECG,AMI,1
,20,0.2,ECG,AMI,0.999076518
,20,0.3,ECG,AMI,0.993900273
,20,0.4,ECG,AMI,0.943912196
,20,0.5,ECG,AMI,0.73066325
,20,0.6,ECG,AMI,0.322479667
,20,0.7,ECG,AMI,0.070926477
,20,0.8,ECG,AMI,0.017644906
,20,0.9,ECG,AMI,0.000684621
,10,0.1,ECG,AMI,0.997628373
,10,0.2,ECG,AMI,0.995882859
,10,0.3,ECG,AMI,0.970597135
,10,0.4,ECG,AMI,0.833741159
,10,0.5,ECG,AMI,0.408044394
,10,0.6,ECG,AMI,0.157817923
,10,0.7,ECG,AMI,0.060435922
,10,0.8,ECG,AMI,0.009713138
,10,0.9,ECG,AMI,0.000289281
,10,0.1,Leiden-MOD,AMI,0.960908237
,10,0.2,Leiden-MOD,AMI,0.949151045
,10,0.3,Leiden-MOD,AMI,0.919659658
,10,0.4,Leiden-MOD,AMI,0.739280341
,10,0.5,Leiden-MOD,AMI,0.323749836
,10,0.6,Leiden-MOD,AMI,0.099411454
,10,0.7,Leiden-MOD,AMI,0.033503257
,10,0.8,Leiden-MOD,AMI,0.008810661
,10,0.9,Leiden-MOD,AMI,0.003516924
,5,0.1,Leiden-MOD,AMI,0.895853268
,5,0.2,Leiden-MOD,AMI,0.790414268
,5,0.3,Leiden-MOD,AMI,0.3562502
,5,0.4,Leiden-MOD,AMI,0.217806785
,5,0.5,Leiden-MOD,AMI,0.152404086
,5,0.6,Leiden-MOD,AMI,0.08827974
,5,0.7,Leiden-MOD,AMI,0.058545175
,5,0.8,Leiden-MOD,AMI,0.014603836
,5,0.9,Leiden-MOD,AMI,0.002710668
,20,0.1,Leiden-MOD,AMI,0.98435535
,20,0.2,Leiden-MOD,AMI,0.976927841
,20,0.3,Leiden-MOD,AMI,0.962720776
,20,0.4,Leiden-MOD,AMI,0.90193894
,20,0.5,Leiden-MOD,AMI,0.633174691
,20,0.6,Leiden-MOD,AMI,0.198655683
,20,0.7,Leiden-MOD,AMI,0.042143233
,20,0.8,Leiden-MOD,AMI,0.0052039
,20,0.9,Leiden-MOD,AMI,2.22E-05
,10,0.1,"FastEnsemble(tr=0.8,Leiden-MOD)",AMI,0.976705972
,10,0.2,"FastEnsemble(tr=0.8,Leiden-MOD)",AMI,0.970493956
,10,0.3,"FastEnsemble(tr=0.8,Leiden-MOD)",AMI,0.953057791
,10,0.4,"FastEnsemble(tr=0.8,Leiden-MOD)",AMI,0.884459972
,10,0.5,"FastEnsemble(tr=0.8,Leiden-MOD)",AMI,0.421639705
,10,0.6,"FastEnsemble(tr=0.8,Leiden-MOD)",AMI,0.151807884
,10,0.7,"FastEnsemble(tr=0.8,Leiden-MOD)",AMI,0.060484838
,10,0.8,"FastEnsemble(tr=0.8,Leiden-MOD)",AMI,0.007932755
,10,0.9,"FastEnsemble(tr=0.8,Leiden-MOD)",AMI,-0.000330756
,10,0.1,"FastEnsemble(tr=0.2,Leiden-MOD)",AMI,0.958571965
,10,0.2,"FastEnsemble(tr=0.2,Leiden-MOD)",AMI,0.944307551
,10,0.3,"FastEnsemble(tr=0.2,Leiden-MOD)",AMI,0.912636056
,10,0.4,"FastEnsemble(tr=0.2,Leiden-MOD)",AMI,0.762003545
,10,0.5,"FastEnsemble(tr=0.2,Leiden-MOD)",AMI,0.337416619
,10,0.6,"FastEnsemble(tr=0.2,Leiden-MOD)",AMI,0.115423703
,10,0.7,"FastEnsemble(tr=0.2,Leiden-MOD)",AMI,0.037915516
,10,0.8,"FastEnsemble(tr=0.2,Leiden-MOD)",AMI,0.006468562
,10,0.9,"FastEnsemble(tr=0.2,Leiden-MOD)",AMI,0.000831306
,10,0.1,"FastEnsemble(tr=0.5,Leiden-MOD)",AMI,0.963675929
,10,0.2,"FastEnsemble(tr=0.5,Leiden-MOD)",AMI,0.951942366
,10,0.3,"FastEnsemble(tr=0.5,Leiden-MOD)",AMI,0.930778771
,10,0.4,"FastEnsemble(tr=0.5,Leiden-MOD)",AMI,0.834438926
,10,0.5,"FastEnsemble(tr=0.5,Leiden-MOD)",AMI,0.400454889
,10,0.6,"FastEnsemble(tr=0.5,Leiden-MOD)",AMI,0.136174464
,10,0.7,"FastEnsemble(tr=0.5,Leiden-MOD)",AMI,0.051848058
,10,0.8,"FastEnsemble(tr=0.5,Leiden-MOD)",AMI,0.010385963
,10,0.9,"FastEnsemble(tr=0.5,Leiden-MOD)",AMI,0.001284487
,10,0.1,"FastEnsemble(tr=0.9,Leiden-MOD)",AMI,0.979549173
,10,0.2,"FastEnsemble(tr=0.9,Leiden-MOD)",AMI,0.970787064
,10,0.3,"FastEnsemble(tr=0.9,Leiden-MOD)",AMI,0.959273237
,10,0.4,"FastEnsemble(tr=0.9,Leiden-MOD)",AMI,0.885589039
,10,0.5,"FastEnsemble(tr=0.9,Leiden-MOD)",AMI,0.390574113
,10,0.6,"FastEnsemble(tr=0.9,Leiden-MOD)",AMI,0.122945361
,10,0.7,"FastEnsemble(tr=0.9,Leiden-MOD)",AMI,0.023152526
,10,0.8,"FastEnsemble(tr=0.9,Leiden-MOD)",AMI,0.002037308
,10,0.9,"FastEnsemble(tr=0.9,Leiden-MOD)",AMI,-7.98E-06
,5,0.1,"FastEnsemble(tr=0.8,Leiden-MOD)",AMI,0.937854894
,5,0.2,"FastEnsemble(tr=0.8,Leiden-MOD)",AMI,0.914555279
,5,0.3,"FastEnsemble(tr=0.8,Leiden-MOD)",AMI,0.48202275
,5,0.4,"FastEnsemble(tr=0.8,Leiden-MOD)",AMI,0.291076173
,5,0.5,"FastEnsemble(tr=0.8,Leiden-MOD)",AMI,0.215176846
,5,0.6,"FastEnsemble(tr=0.8,Leiden-MOD)",AMI,0.111191777
,5,0.7,"FastEnsemble(tr=0.8,Leiden-MOD)",AMI,0.08513753
,5,0.8,"FastEnsemble(tr=0.8,Leiden-MOD)",AMI,0.016740202
,5,0.9,"FastEnsemble(tr=0.8,Leiden-MOD)",AMI,-0.00043696
,5,0.1,"FastEnsemble(tr=0.2,Leiden-MOD)",AMI,0.917016376
,5,0.2,"FastEnsemble(tr=0.2,Leiden-MOD)",AMI,0.855715289
,5,0.3,"FastEnsemble(tr=0.2,Leiden-MOD)",AMI,0.41787539
,5,0.4,"FastEnsemble(tr=0.2,Leiden-MOD)",AMI,0.259015606
,5,0.5,"FastEnsemble(tr=0.2,Leiden-MOD)",AMI,0.193562645
,5,0.6,"FastEnsemble(tr=0.2,Leiden-MOD)",AMI,0.102593198
,5,0.7,"FastEnsemble(tr=0.2,Leiden-MOD)",AMI,0.072173798
,5,0.8,"FastEnsemble(tr=0.2,Leiden-MOD)",AMI,0.018070742
,5,0.9,"FastEnsemble(tr=0.2,Leiden-MOD)",AMI,0.003299705
,5,0.1,"FastEnsemble(tr=0.5,Leiden-MOD)",AMI,0.916284743
,5,0.2,"FastEnsemble(tr=0.5,Leiden-MOD)",AMI,0.865668052
,5,0.3,"FastEnsemble(tr=0.5,Leiden-MOD)",AMI,0.418800774
,5,0.4,"FastEnsemble(tr=0.5,Leiden-MOD)",AMI,0.256062227
,5,0.5,"FastEnsemble(tr=0.5,Leiden-MOD)",AMI,0.190211074
,5,0.6,"FastEnsemble(tr=0.5,Leiden-MOD)",AMI,0.097177681
,5,0.7,"FastEnsemble(tr=0.5,Leiden-MOD)",AMI,0.071860234
,5,0.8,"FastEnsemble(tr=0.5,Leiden-MOD)",AMI,0.0184932
,5,0.9,"FastEnsemble(tr=0.5,Leiden-MOD)",AMI,0.001191768
,5,0.1,"FastEnsemble(tr=0.9,Leiden-MOD)",AMI,0.946715938
,5,0.2,"FastEnsemble(tr=0.9,Leiden-MOD)",AMI,0.918724875
,5,0.3,"FastEnsemble(tr=0.9,Leiden-MOD)",AMI,0.434918716
,5,0.4,"FastEnsemble(tr=0.9,Leiden-MOD)",AMI,0.245772676
,5,0.5,"FastEnsemble(tr=0.9,Leiden-MOD)",AMI,0.161151179
,5,0.6,"FastEnsemble(tr=0.9,Leiden-MOD)",AMI,0.073287192
,5,0.7,"FastEnsemble(tr=0.9,Leiden-MOD)",AMI,0.054656306
,5,0.8,"FastEnsemble(tr=0.9,Leiden-MOD)",AMI,0.008319566
,5,0.9,"FastEnsemble(tr=0.9,Leiden-MOD)",AMI,-0.000686043
,20,0.1,"FastEnsemble(tr=0.8,Leiden-MOD)",AMI,0.986533426
,20,0.2,"FastEnsemble(tr=0.8,Leiden-MOD)",AMI,0.982919782
,20,0.3,"FastEnsemble(tr=0.8,Leiden-MOD)",AMI,0.969324233
,20,0.4,"FastEnsemble(tr=0.8,Leiden-MOD)",AMI,0.930835314
,20,0.5,"FastEnsemble(tr=0.8,Leiden-MOD)",AMI,0.712766091
,20,0.6,"FastEnsemble(tr=0.8,Leiden-MOD)",AMI,0.231920757
,20,0.7,"FastEnsemble(tr=0.8,Leiden-MOD)",AMI,0.033878812
,20,0.8,"FastEnsemble(tr=0.8,Leiden-MOD)",AMI,0.003702464
,20,0.9,"FastEnsemble(tr=0.8,Leiden-MOD)",AMI,-0.002084946
,20,0.1,"FastEnsemble(tr=0.2,Leiden-MOD)",AMI,0.984571194
,20,0.2,"FastEnsemble(tr=0.2,Leiden-MOD)",AMI,0.97784524
,20,0.3,"FastEnsemble(tr=0.2,Leiden-MOD)",AMI,0.960857934
,20,0.4,"FastEnsemble(tr=0.2,Leiden-MOD)",AMI,0.90636114
,20,0.5,"FastEnsemble(tr=0.2,Leiden-MOD)",AMI,0.706197337
,20,0.6,"FastEnsemble(tr=0.2,Leiden-MOD)",AMI,0.303774445
,20,0.7,"FastEnsemble(tr=0.2,Leiden-MOD)",AMI,0.078495547
,20,0.8,"FastEnsemble(tr=0.2,Leiden-MOD)",AMI,0.012823985
,20,0.9,"FastEnsemble(tr=0.2,Leiden-MOD)",AMI,0.001019183
,20,0.1,"FastEnsemble(tr=0.5,Leiden-MOD)",AMI,0.984571194
,20,0.2,"FastEnsemble(tr=0.5,Leiden-MOD)",AMI,0.978230299
,20,0.3,"FastEnsemble(tr=0.5,Leiden-MOD)",AMI,0.960857934
,20,0.4,"FastEnsemble(tr=0.5,Leiden-MOD)",AMI,0.910321534
,20,0.5,"FastEnsemble(tr=0.5,Leiden-MOD)",AMI,0.727621575
,20,0.6,"FastEnsemble(tr=0.5,Leiden-MOD)",AMI,0.294057678
,20,0.7,"FastEnsemble(tr=0.5,Leiden-MOD)",AMI,0.060489237
,20,0.8,"FastEnsemble(tr=0.5,Leiden-MOD)",AMI,0.013023694
,20,0.9,"FastEnsemble(tr=0.5,Leiden-MOD)",AMI,-0.001020035
,20,0.1,"FastEnsemble(tr=0.9,Leiden-MOD)",AMI,0.988530643
,20,0.2,"FastEnsemble(tr=0.9,Leiden-MOD)",AMI,0.986624983
,20,0.3,"FastEnsemble(tr=0.9,Leiden-MOD)",AMI,0.972718009
,20,0.4,"FastEnsemble(tr=0.9,Leiden-MOD)",AMI,0.933294529
,20,0.5,"FastEnsemble(tr=0.9,Leiden-MOD)",AMI,0.666516179
,20,0.6,"FastEnsemble(tr=0.9,Leiden-MOD)",AMI,0.191378581
,20,0.7,"FastEnsemble(tr=0.9,Leiden-MOD)",AMI,0.022033096
,20,0.8,"FastEnsemble(tr=0.9,Leiden-MOD)",AMI,0.001609729
,20,0.9,"FastEnsemble(tr=0.9,Leiden-MOD)",AMI,-0.000309408
,10,0.1,FastConsensus(Louvain),AMI,0.835710404
,10,0.2,FastConsensus(Louvain),AMI,0.864599021
,10,0.3,FastConsensus(Louvain),AMI,0.642593007
,10,0.6,FastConsensus(Louvain),AMI,0.136156232
,10,0.7,FastConsensus(Louvain),AMI,0.046558293
,10,0.9,FastConsensus(Louvain),AMI,0.000829792
,20,0.1,FastConsensus(Louvain),AMI,0.724796762
,20,0.2,FastConsensus(Louvain),AMI,1
,20,0.3,FastConsensus(Louvain),AMI,0.992685146
,20,0.4,FastConsensus(Louvain),AMI,0.580675969
,20,0.6,FastConsensus(Louvain),AMI,0.230620634
,20,0.7,FastConsensus(Louvain),AMI,0.039283168
,20,0.8,FastConsensus(Louvain),AMI,0.005450074
,20,0.9,FastConsensus(Louvain),AMI,-0.000378821
,5,0.1,FastConsensus(Louvain),AMI,0.485038057
,5,0.2,FastConsensus(Louvain),AMI,0.390113851
,5,0.3,FastConsensus(Louvain),AMI,0.226762827
,5,0.4,FastConsensus(Louvain),AMI,0.178778074
,5,0.5,FastConsensus(Louvain),AMI,0.15737864
,5,0.6,FastConsensus(Louvain),AMI,0.102744304
,5,0.7,FastConsensus(Louvain),AMI,0.082855055
,5,0.8,FastConsensus(Louvain),AMI,0.020189973
,5,0.9,FastConsensus(Louvain),AMI,0.000849645